PPGENDER	PPAGE	PPINCIMP	HOW_LONG_AGO_FIRST_ROMANTIC	SAME_SEX_COUPLE	Q23	Q19	PPEDUC	Q18A_3	MET_THROUGH_FRIENDS	MET_THROUGH_FAMILY	MET_THROUGH_AS_NEIGHBORS	MET_THROUGH_AS_COWORKERS	Q24_CHURCH	Q24_SCHOOL	Q24_COLLEGE	Q31_1	Q31_2	Q31_3	Q31_4	Q31_5	Q31_6	Q31_7	Q31_8	Q31_9	Q31_OTHER_TEXT_ENTERED	SUCCESS
2	52	4	37	0	3	2	9	nan	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	-1
2	34	11	15	0	3	1	9	nan	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	1
1	42	16	22	0	2	1	13	nan	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1
2	29	8	3	0	3	1	10	nan	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	-1
2	24	11	6	0	3	1	12	nan	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1
2	23	16	0	0	3	2	11	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	-1
2	53	16	32	0	1	1	9	nan	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1
2	25	9	8	0	1	2	9	nan	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	-1
1	42	13	14	0	1	1	13	nan	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1
2	57	15	38	1	3	1	14	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	1
1	34	16	6	0	2	1	10	nan	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1
2	62	10	3	0	3	2	7	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	-1
2	47	5	1	0	3	1	10	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	1
1	57	14	12	0	1	1	10	nan	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	-1
2	59	15	44	0	2	1	13	nan	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1
2	55	15	28	0	1	1	10	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1
2	74	6	55	0	2	1	7	nan	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1
2	49	17	28	0	1	1	13	1	1	1	0	0	0	0	0	0	1	0	0	0	1	0	0	1	1	1
2	67	15	42	0	3	1	11	nan	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1
1	73	8	55	0	1	1	7	nan	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	1
1	49	12	4	0	3	2	12	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	-1
1	34	16	13	0	1	1	13	nan	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1
2	28	5	0	0	2	2	12	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	-1
2	59	13	44	0	3	1	9	nan	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1
2	27	19	11	0	1	1	10	nan	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	1
2	65	7	13	0	3	1	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1
1	50	16	32	0	3	1	12	nan	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1
1	64	6	22	0	3	2	9	nan	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1
2	23	14	2	0	2	1	12	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1
1	82	5	61	0	1	1	8	nan	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1
1	48	14	20	1	3	1	12	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	1
1	41	13	22	0	3	1	10	nan	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1
1	62	16	14	1	2	1	13	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1
1	68	5	50	0	2	1	10	nan	0	1	0	0	1	0	0	0	1	1	0	0	0	0	1	1	1	1
1	51	10	27	0	3	2	9	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	-1
1	62	10	28	0	1	1	10	nan	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1
2	53	17	4	1	3	1	13	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1
1	54	2	3	0	1	1	11	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1
1	36	8	12	0	1	1	9	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1
1	34	7	10	0	1	1	10	nan	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	-1
1	62	9	31	0	1	1	9	nan	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1
1	58	16	0	1	2	2	12	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	-1
2	65	17	43	0	3	1	13	nan	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	1
1	41	13	0	1	1	2	13	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	-1
1	50	14	34	0	1	1	9	nan	1	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1
2	52	14	29	0	3	1	12	nan	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	1	1	1
2	68	11	50	0	2	1	9	nan	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1
1	67	11	47	0	1	1	7	nan	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1
1	47	14	6	1	2	1	13	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1
1	47	17	5	0	1	1	9	nan	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1
1	37	14	16	0	1	1	13	nan	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0	1
2	53	16	14	1	1	1	12	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1
1	40	12	15	0	1	1	9	nan	1	1	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1
2	42	13	8	0	3	1	9	nan	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1
2	26	7	2	0	2	1	12	nan	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1
2	51	12	17	1	1	1	12	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	-1
1	40	13	22	0	1	1	10	nan	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1
2	63	19	36	1	3	1	14	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	1
1	45	16	15	1	2	1	12	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1
2	23	7	3	0	3	1	11	1	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	1	1	1
1	54	17	28	0	3	1	13	nan	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1
1	29	9	3	0	1	1	12	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	-1
1	30	11	3	0	1	2	13	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1
2	39	15	6	1	3	2	13	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	-1
1	62	6	37	0	1	1	9	nan	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	1
1	70	13	37	1	3	2	13	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	-1
2	41	19	2	1	3	1	12	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1
2	29	9	15	0	3	1	10	nan	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1
1	40	16	7	0	1	1	12	nan	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1
1	58	11	16	0	2	1	5	nan	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1
2	35	9	8	0	3	1	9	nan	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1
1	62	17	37	1	2	1	14	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1
1	41	12	2	1	3	2	12	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1
1	74	8	57	0	1	1	4	nan	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1
1	38	13	7	0	1	1	12	nan	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1
2	52	12	1	1	2	2	12	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1
1	30	14	10	0	1	1	4	nan	nan	nan	nan	nan	nan	nan	nan	0	0	1	0	0	0	0	0	0	0	1
1	43	13	21	0	1	1	9	nan	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1
1	53	12	1	1	3	1	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1
1	39	10	17	0	3	1	13	nan	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	1
1	59	15	13	0	3	1	14	nan	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1
1	69	11	15	1	1	1	10	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1
2	71	19	39	0	1	1	7	nan	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1
2	23	14	2	0	1	1	12	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1
2	25	11	4	0	1	1	12	nan	1	0	0	0	1	0	1	0	0	1	0	0	0	1	0	1	0	1
1	26	14	7	0	1	1	13	nan	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	1	1	-1
1	36	11	1	0	1	2	12	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1
1	55	11	29	1	3	1	12	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1
1	51	13	32	0	1	1	12	nan	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	1
2	34	5	0	0	3	2	13	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	-1
1	31	19	6	0	3	1	12	nan	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1
1	77	16	54	0	1	1	12	nan	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1
2	29	12	10	0	1	1	13	nan	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1
2	45	11	2	0	1	1	12	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1
2	77	12	52	0	2	1	12	nan	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1
2	53	11	3	0	3	2	9	1	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	-1
1	34	13	13	0	1	1	10	nan	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	1
2	54	3	0	1	3	2	10	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	-1
1	72	15	17	0	1	1	14	nan	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1
2	45	6	11	0	3	2	9	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	-1
2	68	9	52	0	3	1	9	nan	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1
1	39	12	18	0	1	1	12	nan	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1
1	66	2	2	0	1	2	5	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	-1
1	68	8	36	0	3	1	4	nan	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1
1	38	16	4	1	1	1	9	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1
1	29	13	8	0	3	1	12	nan	1	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1
2	60	16	24	1	1	1	10	0	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1
1	67	6	46	0	1	1	10	nan	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1
2	61	9	8	1	2	2	12	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1
1	28	10	15	0	3	1	9	nan	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	-1
1	38	13	6	0	1	2	12	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1
1	62	11	7	0	1	1	10	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	-1
1	57	19	37	0	1	1	10	nan	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1
1	70	8	31	0	3	1	11	nan	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1
2	53	16	40	0	2	1	13	nan	1	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1
1	55	15	35	0	1	1	10	nan	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1
2	44	8	23	0	2	2	10	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	-1
1	66	12	41	0	1	1	10	nan	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1
1	49	3	10	0	1	2	10	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	-1
2	26	17	3	0	2	2	12	1	0	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	1
1	40	13	18	0	1	1	9	nan	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1
1	62	12	40	0	1	1	11	nan	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1
2	27	12	9	0	3	1	13	nan	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1
1	35	13	3	0	1	1	10	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1
2	68	10	14	0	3	1	8	nan	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1
1	42	9	14	0	3	1	11	nan	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1
2	28	13	0	0	3	2	10	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	-1
2	59	6	39	0	3	1	11	nan	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1
1	78	13	54	0	2	1	9	nan	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1
2	22	13	2	0	3	2	11	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	-1
1	57	10	1	0	2	2	10	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	-1
2	49	14	14	0	1	1	13	nan	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1
2	56	12	29	0	3	1	12	nan	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1
2	50	16	31	0	3	1	14	nan	1	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	1
1	55	11	13	1	2	1	12	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1
1	85	14	0	0	2	2	10	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	-1
1	43	16	15	0	1	1	12	nan	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	1
1	37	13	17	0	1	1	12	nan	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1
2	24	16	8	0	3	1	12	nan	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1
2	54	8	21	0	-1	1	5	nan	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1
2	60	12	36	0	3	1	11	1	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1
2	22	12	0	0	1	2	10	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	1
1	49	14	27	0	1	1	10	nan	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1
1	42	13	15	0	1	1	9	nan	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	1
1	56	17	26	1	1	1	14	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1
2	20	16	2	0	1	2	10	1	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0	1
1	56	14	37	1	2	1	10	1	1	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1
1	27	11	0	0	1	2	10	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	-1
2	62	15	43	0	2	1	12	nan	1	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	1
1	33	18	9	1	1	1	12	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1
2	52	12	36	0	3	1	9	nan	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	1
1	56	13	9	1	1	2	14	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	-1
1	39	13	16	0	1	1	10	nan	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1
2	64	9	4	0	3	2	9	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1
1	50	16	29	0	1	1	10	nan	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1
1	38	15	15	0	1	1	11	nan	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	1
2	64	4	14	0	2	2	12	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	-1
1	64	8	37	0	1	1	9	nan	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1
1	47	17	27	0	3	1	9	nan	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1
2	24	3	10	0	1	1	9	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1
2	57	13	39	0	3	1	9	nan	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1
2	76	13	59	0	3	1	9	nan	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1
1	56	15	34	0	1	1	10	nan	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1
2	44	13	13	0	3	1	6	nan	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1
2	50	17	15	1	2	1	13	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1
1	26	15	0	0	1	2	10	1	0	0	0	0	0	1	0	0	1	0	1	0	1	0	0	0	0	-1
2	46	14	29	0	1	1	12	nan	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	1
1	34	10	9	0	1	1	9	nan	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1
1	52	18	12	1	1	1	9	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1
1	35	12	10	0	1	1	12	nan	0	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	1
1	66	15	10	1	1	2	13	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1
1	20	11	2	0	2	2	9	1	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	-1
1	31	12	10	0	1	1	10	nan	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	1
1	63	9	29	0	1	1	8	nan	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1
1	54	19	13	0	3	1	10	nan	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1
1	73	12	54	0	1	1	12	nan	0	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1
1	69	2	2	0	3	2	10	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	-1
1	38	12	0	0	3	2	12	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1
2	50	17	8	1	2	1	10	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1
2	27	11	6	0	3	1	9	nan	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1
1	70	4	25	0	1	1	5	nan	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1
1	23	10	0	0	1	1	8	nan	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	-1
2	38	15	1	0	2	1	12	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	-1
2	20	13	0	0	1	2	10	1	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	-1
2	46	16	15	1	3	1	13	0	1	0	0	1	0	0	1	0	0	0	0	1	0	0	0	1	1	1
1	19	16	1	0	1	2	9	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1
1	57	11	10	0	1	1	9	nan	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	1
1	63	11	25	0	1	1	9	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1
2	44	1	8	1	2	1	8	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1
1	25	15	4	0	2	1	12	nan	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1
1	28	11	8	0	1	1	10	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1
1	46	12	1	0	1	2	9	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	-1
2	64	11	41	0	3	1	8	nan	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1
1	48	15	11	0	1	1	9	nan	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1
2	69	6	54	0	3	1	7	nan	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1
1	54	16	4	1	1	1	12	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1
1	69	7	25	0	1	2	12	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	1
1	69	13	19	0	2	1	9	nan	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	1	1	1
2	65	13	0	0	3	2	11	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1
2	49	18	21	0	1	1	14	nan	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	1
1	41	7	4	0	1	1	9	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1
1	49	19	5	0	3	1	9	nan	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1
2	60	11	15	0	2	1	9	nan	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1
2	63	14	20	0	3	1	9	nan	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1
1	29	14	4	0	1	1	10	nan	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1
2	71	14	51	0	1	1	11	nan	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1
2	51	13	32	0	1	1	9	nan	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1
1	40	14	17	0	3	1	12	nan	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	-1
2	26	16	3	0	3	1	12	nan	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1
2	48	12	12	0	1	1	9	nan	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1
2	26	7	7	0	3	1	5	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1
1	77	9	54	0	1	1	3	nan	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1
2	50	16	8	0	1	2	12	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	-1
1	27	13	6	0	1	1	12	nan	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	1
2	43	13	0	0	3	2	9	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	-1
2	57	10	1	1	3	2	12	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	-1
1	40	13	12	0	1	1	12	nan	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1
1	37	17	8	0	1	1	12	nan	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1
2	62	6	41	0	1	1	10	nan	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	1
1	35	12	14	0	2	1	10	nan	1	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1
2	60	11	32	0	3	1	12	nan	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1
1	87	11	61	0	1	1	8	nan	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1
2	29	15	6	0	3	1	12	nan	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1
2	46	12	22	0	3	1	10	nan	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1
2	82	12	51	0	3	1	12	nan	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0	1
2	55	11	16	0	3	1	8	nan	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1
2	44	15	2	0	1	2	10	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	-1
2	43	16	4	1	1	1	12	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1
2	39	4	7	0	3	2	10	1	0	0	1	0	0	0	1	0	1	0	0	0	0	0	0	1	1	-1
2	69	11	48	0	3	1	12	nan	nan	nan	nan	nan	nan	nan	nan	0	0	0	0	0	0	0	0	1	1	1
2	28	12	7	0	3	1	12	nan	1	0	0	1	1	0	0	0	1	1	0	0	0	0	1	0	0	1
2	35	10	10	0	3	1	8	nan	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1
1	76	13	55	0	3	1	12	nan	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	1
2	51	13	23	0	1	1	9	nan	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	1
1	65	12	5	1	1	1	13	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	-1
1	55	13	2	0	1	2	12	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	-1
1	33	13	0	0	1	2	9	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	-1
2	27	12	1	0	1	1	10	1	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	1	1
2	29	10	11	0	2	1	12	nan	1	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	1
2	24	11	8	0	3	1	11	nan	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1
1	56	17	24	1	1	1	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1
1	29	19	9	0	1	1	12	nan	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1
1	32	10	4	0	1	1	11	nan	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	-1
2	62	16	nan	0	3	1	7	nan	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1
1	64	19	28	0	3	1	13	nan	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1
2	56	12	14	1	3	1	14	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1
1	76	17	32	1	1	1	14	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1
2	60	10	43	0	3	1	7	nan	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	1
1	66	15	30	0	3	1	8	nan	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1
1	38	11	5	0	3	2	9	1	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1
