PPGENDER	PPAGE	PPINCIMP	HOW_LONG_AGO_FIRST_ROMANTIC	SAME_SEX_COUPLE	Q23	Q19	PPEDUC	Q18A_3	MET_THROUGH_FRIENDS	MET_THROUGH_FAMILY	MET_THROUGH_AS_NEIGHBORS	MET_THROUGH_AS_COWORKERS	Q24_CHURCH	Q24_SCHOOL	Q24_COLLEGE	Q31_1	Q31_2	Q31_3	Q31_4	Q31_5	Q31_6	Q31_7	Q31_8	Q31_9	Q31_OTHER_TEXT_ENTERED	SUCCESS
2	50	12	17	0	3	1	13	nan	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1
2	41	16	18	0	1	1	14	nan	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	1
2	59	5	6	0	2	1	7	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	-1
1	43	11	24	0	2	1	6	nan	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1
1	40	14	3	1	1	2	12	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	-1
1	41	16	10	0	1	1	12	nan	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1
1	67	11	48	0	-1	1	10	nan	nan	nan	nan	nan	nan	nan	nan	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	1
2	22	18	2	0	2	2	10	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	-1
2	24	5	1	0	3	1	7	nan	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	-1
1	65	7	nan	0	1	2	12	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	-1
1	61	17	33	1	3	1	12	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	-1
1	43	16	10	0	3	1	14	nan	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	1
1	35	13	10	0	1	1	12	nan	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1
1	42	13	20	0	1	1	9	nan	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	-1
2	51	5	23	0	2	1	10	nan	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1
2	30	7	8	0	3	1	10	nan	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1
1	27	8	4	0	3	1	12	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1
2	41	19	13	0	2	1	14	nan	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1
1	53	17	38	0	1	1	9	nan	0	0	0	0	1	1	0	0	1	1	0	0	0	0	0	0	0	1
1	22	8	3	0	1	1	9	nan	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1
1	38	10	9	0	3	1	12	nan	1	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1
1	54	13	27	0	1	1	9	nan	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1
2	54	8	29	0	3	1	9	nan	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1
2	51	15	20	0	1	1	10	nan	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1
1	40	10	nan	0	1	1	10	nan	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1
2	26	6	5	0	-1	2	10	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	-1
2	59	16	40	0	1	1	13	nan	1	0	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0	1
2	20	15	2	0	3	2	10	1	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	-1
2	49	14	8	1	3	1	12	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	1
2	48	5	23	0	1	1	9	nan	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1
2	56	13	20	1	3	1	10	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1
1	42	17	24	0	1	1	10	nan	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1
1	67	19	40	0	1	1	12	nan	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	0	1
2	37	13	4	1	3	1	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	-1
1	55	17	18	0	1	1	9	nan	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1
2	58	15	16	1	3	1	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1
1	55	12	37	0	2	2	10	nan	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	-1
1	19	16	2	0	2	2	10	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	-1
1	38	14	9	0	1	1	13	nan	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	-1
2	32	4	12	1	1	1	13	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1
2	28	16	5	0	1	1	13	nan	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1
2	26	14	11	0	1	1	12	nan	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1
2	29	13	12	1	1	1	10	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1
1	37	11	2	1	1	1	8	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	-1
1	38	7	13	0	1	1	10	nan	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1
2	52	12	13	0	3	1	9	nan	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1
1	60	18	14	1	3	1	13	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1
2	33	17	10	0	1	1	12	nan	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1
2	41	15	7	0	2	1	13	nan	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1
1	39	15	13	0	1	1	12	nan	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	-1
2	44	19	4	0	2	1	14	nan	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1
2	38	17	9	1	1	1	14	1	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	1
1	36	13	9	0	1	1	14	nan	1	0	0	1	0	0	0	1	0	0	0	1	0	0	1	0	0	1
2	56	12	38	0	3	1	9	nan	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1
1	44	15	9	0	1	2	10	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1
1	39	13	16	1	1	1	13	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1
2	31	10	2	0	3	2	13	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	-1
1	28	11	1	0	3	2	10	1	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	-1
1	42	13	24	0	2	1	9	nan	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1
2	54	12	21	0	3	1	12	nan	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	1
2	61	11	14	0	3	1	8	nan	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1
1	38	13	16	0	1	1	10	nan	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1
2	30	13	11	0	3	1	12	nan	1	1	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	1
1	28	13	5	0	3	1	11	nan	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1
2	50	14	8	0	1	1	12	nan	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1
2	49	15	20	0	3	1	9	nan	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1
1	34	16	8	0	3	1	12	nan	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1
1	81	11	nan	0	3	2	12	nan	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	-1
1	38	8	10	0	1	1	12	nan	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1
2	28	14	10	0	3	1	12	nan	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1
1	49	16	4	1	1	1	10	1	1	0	1	0	0	0	0	1	0	0	0	0	0	1	0	1	1	1
1	35	15	14	0	1	1	13	nan	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	1
2	49	13	14	0	3	1	11	nan	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1
1	33	13	9	0	3	1	12	nan	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1
2	54	11	23	0	3	1	9	nan	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1
2	49	13	23	0	2	1	9	nan	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1
1	53	14	0	0	1	2	13	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	-1
1	61	13	2	0	1	2	10	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	-1
1	43	13	14	0	1	1	12	nan	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1
1	34	10	6	0	1	2	10	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	-1
2	37	8	16	0	3	1	9	nan	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1
1	44	15	12	1	3	1	10	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1
1	42	16	6	0	1	1	12	nan	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1
1	65	7	45	0	1	1	10	nan	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1
1	20	12	0	0	2	2	9	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	-1
1	65	13	28	0	1	1	4	nan	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	1
2	22	11	4	0	3	2	10	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	-1
1	45	9	2	1	3	2	9	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1
2	53	15	1	0	1	1	12	nan	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1
1	52	19	26	0	2	1	12	nan	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1
1	49	8	8	0	1	2	10	-1	nan	nan	nan	nan	nan	nan	nan	0	0	0	0	0	1	0	0	0	0	-1
2	48	11	8	0	3	1	10	nan	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1
2	60	12	10	1	1	2	14	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1
1	48	13	22	0	1	1	9	nan	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1
1	33	10	0	0	1	2	12	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1
2	49	9	1	0	3	2	12	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1
1	40	13	19	0	1	1	12	nan	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	1	1	1
1	46	11	2	0	3	2	9	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1
2	24	13	1	0	3	1	10	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1
2	58	19	8	0	3	2	9	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1
2	45	1	13	0	3	1	10	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1
1	50	10	27	0	2	1	9	nan	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1
2	26	10	10	0	3	1	9	nan	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1
2	40	16	14	0	1	1	12	nan	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1
1	29	15	5	0	1	1	12	nan	nan	nan	nan	nan	nan	nan	nan	0	0	1	0	0	0	0	0	0	0	1
2	28	12	4	0	1	2	12	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	-1
2	67	19	54	0	3	1	11	nan	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1
1	47	15	13	1	1	1	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1
2	43	13	21	1	3	1	13	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	1
1	50	18	17	1	2	1	14	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1
1	41	13	0	0	2	2	12	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	-1
1	24	8	2	1	1	2	7	1	nan	nan	nan	nan	nan	nan	nan	0	0	0	0	0	0	0	1	0	0	-1
1	32	18	10	0	1	1	12	nan	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1
1	49	9	10	0	3	2	12	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1
2	29	12	9	0	3	1	10	nan	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1
1	35	14	14	0	1	1	12	nan	0	0	0	0	1	1	0	0	1	1	0	0	0	0	0	0	0	1
2	61	16	9	0	2	1	13	nan	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1
2	28	11	0	0	3	2	12	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	-1
2	48	15	30	0	1	1	13	nan	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1
1	38	12	7	0	3	1	10	nan	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	-1
1	33	13	9	0	2	1	12	nan	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	1
2	49	10	19	0	1	1	10	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	-1
1	49	14	2	0	3	2	12	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	-1
1	49	16	28	0	1	1	11	nan	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1
1	39	15	2	0	2	2	12	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	-1
1	66	12	42	0	1	1	12	nan	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1
1	60	2	1	0	3	1	10	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	-1
2	44	15	21	0	3	1	9	nan	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1
2	25	16	4	0	3	2	12	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1
1	35	16	13	1	1	1	12	nan	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	1
1	64	12	8	0	1	2	12	1	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0	1
1	50	14	14	0	1	1	11	nan	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1
1	56	14	32	0	1	1	9	nan	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1
1	46	14	20	0	3	1	9	nan	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1
1	44	13	5	0	1	1	13	nan	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1
2	55	10	35	0	3	1	12	nan	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	1
1	44	10	1	0	2	1	9	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	-1
1	44	12	14	0	3	1	13	nan	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	1	1	1
1	57	11	34	0	1	1	11	nan	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1
2	49	10	10	0	3	1	10	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1
2	53	16	1	1	1	2	14	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1
2	43	13	12	0	3	1	9	nan	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	-1
2	53	12	10	1	2	1	10	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	1
1	63	16	4	0	1	1	13	nan	0	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1
1	38	7	3	0	2	2	9	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	-1
1	41	13	2	1	1	2	12	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	-1
2	43	15	14	1	1	1	14	1	1	0	0	0	0	0	0	1	0	0	0	0	1	0	1	0	0	-1
1	41	6	18	0	1	1	6	nan	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	1
1	45	15	9	1	1	1	10	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1
2	33	13	12	0	3	1	9	nan	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1
2	22	12	1	0	3	2	11	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1
1	57	12	28	0	3	1	9	nan	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1
1	36	12	5	0	1	1	9	nan	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1
1	54	6	5	1	3	1	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1
1	38	11	14	0	2	1	12	nan	0	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	1
1	44	12	13	0	3	1	9	nan	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1
1	51	16	26	0	3	1	14	nan	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	1	1
1	79	11	62	0	1	1	9	nan	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1
2	59	11	32	0	1	2	10	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1
1	32	16	12	0	1	1	12	nan	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1
1	57	13	3	1	1	2	12	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	-1
1	58	15	10	1	1	1	13	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1
2	58	11	44	0	3	2	5	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	-1
2	60	10	3	0	3	2	12	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1
1	21	15	0	0	1	2	10	1	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	-1
1	40	16	20	0	1	1	12	nan	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	1
1	66	11	51	0	3	1	14	nan	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1
1	58	16	25	0	1	2	12	nan	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	-1
1	74	15	56	0	1	1	12	nan	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	1
1	41	9	1	0	1	2	10	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	-1
2	59	8	32	1	2	1	10	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	1
1	43	17	5	0	3	1	9	nan	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1
1	49	3	0	0	1	2	10	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1
1	40	16	14	0	1	1	9	nan	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1
2	24	12	7	0	3	1	10	nan	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1
2	55	12	10	0	1	1	9	nan	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1
1	70	17	27	0	1	1	13	nan	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1
1	45	15	15	1	1	1	11	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1
2	53	12	13	0	3	1	8	nan	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	1
1	33	11	0	0	3	2	11	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1
1	38	13	4	0	1	2	10	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	-1
1	46	16	20	0	1	1	9	nan	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1
2	51	11	30	0	3	1	6	nan	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1
1	45	12	29	0	1	1	9	nan	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1
2	63	8	36	0	3	1	8	nan	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	1
2	55	11	19	1	1	1	14	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1
1	38	14	4	0	1	1	12	nan	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	1	1
2	40	16	15	1	1	1	13	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	-1
1	36	12	7	0	3	1	9	nan	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1
1	46	14	20	0	1	1	9	nan	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1
2	29	11	9	0	3	1	10	nan	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1
2	20	15	1	0	1	2	9	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	-1
2	29	18	1	0	3	1	12	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1
2	40	11	11	0	3	1	9	nan	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	1
2	37	6	2	0	1	2	9	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	-1
2	28	9	12	0	3	2	10	nan	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1
2	51	13	5	0	1	2	11	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	-1
2	54	13	31	0	3	1	8	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	-1
2	50	12	5	0	1	1	10	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	-1
2	49	11	33	0	2	1	7	nan	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1
1	55	15	34	0	1	1	10	nan	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1
2	23	10	6	0	3	1	10	nan	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1
2	45	14	6	1	2	1	10	0	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1
1	48	7	16	1	1	1	10	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1
2	56	11	23	0	2	1	8	nan	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1
2	29	10	15	0	3	1	12	nan	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1
1	76	13	53	0	1	1	9	nan	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1
2	62	18	38	0	3	1	3	nan	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1
1	33	13	5	0	3	1	13	nan	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	1	1	1
1	39	18	9	0	1	1	14	nan	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	1
1	35	14	16	0	1	1	13	nan	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	1
1	21	12	2	0	3	2	10	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1
2	46	12	28	0	3	1	9	nan	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1
1	57	17	38	0	1	1	13	nan	0	1	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1
1	66	13	23	1	1	1	13	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1
2	35	19	8	0	3	1	14	nan	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1
2	39	15	5	1	1	1	10	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	-1
2	38	14	14	0	1	1	8	nan	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1
2	41	9	2	1	1	1	13	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1
1	34	12	1	0	1	1	9	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	-1
1	71	6	54	0	1	1	6	nan	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1
1	26	7	9	0	1	1	12	1	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1
2	53	13	35	0	3	1	9	nan	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1
1	51	15	5	1	1	1	12	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1
2	44	11	28	0	3	1	9	nan	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	1
1	32	14	11	0	1	1	11	nan	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	-1
1	49	8	2	1	3	2	12	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1
1	47	19	23	0	1	1	12	nan	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	1
2	57	19	36	0	3	1	12	nan	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1
2	52	19	17	1	3	1	12	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1
2	78	10	52	0	3	1	12	nan	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1
1	43	19	21	0	1	1	14	nan	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1
2	29	13	6	0	3	1	10	nan	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	-1
2	38	10	3	0	3	1	9	0	nan	nan	nan	nan	nan	nan	nan	0	0	0	0	0	0	0	0	1	1	1
2	31	3	2	0	2	2	9	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1
2	37	16	15	0	3	1	12	nan	0	0	1	1	0	0	1	0	1	0	0	0	0	0	0	0	0	1
2	30	5	9	0	1	1	7	nan	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1
1	40	16	3	0	1	1	9	nan	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1
1	34	19	0	0	1	2	13	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	-1
1	47	15	23	0	1	1	9	nan	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1
1	60	14	24	0	2	1	9	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	1
1	39	14	13	0	1	1	12	nan	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1
2	68	13	46	0	1	1	14	nan	1	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	1
2	25	6	9	0	2	1	12	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1
2	26	8	9	0	3	1	9	nan	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1
1	23	15	3	0	1	1	6	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1
2	36	14	1	0	2	2	12	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	-1
2	29	10	nan	0	3	1	10	nan	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1
1	40	14	10	0	1	1	10	nan	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
