Q9	PPAGE	PPGENDER	pp4_ppwork	PP2_RESPONDENT_YRSED	PARTNER_YRSED	PARENTAL_APPROVAL	PPINCIMP	Q7B	PAPRELIGION	success
63	65	1	5	12	14	1	13	2	2	1
51	50	2	1	16	16	1	12	13	3	-1
22	27	1	1	13	14	0	7	13	13	-1
38	31	1	4	12	14	1	13	2	2	1
24	25	2	4	16	16	0	7	13	13	1
21	21	1	4	14	11	0	14	13	3	-1
38	41	1	4	9	13	1	9	11	11	-1
41	44	1	1	12	12	0	9	2	2	-1
31	55	1	2	13	12	0	4	13	13	-1
43	43	2	1	16	16	1	18	13	12	1
19	24	2	1	12	12	1	12	11	3	1
35	35	1	1	13	16	1	11	11	13	1
42	42	1	2	13	12	1	11	1	1	1
44	44	1	1	14	16	1	11	3	11	1
37	38	1	1	17	13	1	14	3	2	1
25	26	1	1	17	16	1	8	13	2	1
48	49	2	6	12	10	1	7	3	3	1
39	41	1	1	17	13	1	12	13	3	1
41	41	2	1	13	14	1	14	11	11	1
33	38	1	1	16	16	1	14	2	2	1
37	54	1	5	12	12	1	11	3	3	1
24	25	2	1	14	13	1	13	3	3	1
35	48	1	1	13	16	1	15	11	11	1
47	51	2	6	12	10	1	5	1	12	-1
44	31	1	1	16	16	0	10	11	7	-1
36	37	1	1	13	13	1	15	1	1	1
59	61	1	5	13	13	1	13	1	1	1
17	20	1	1	12	11	1	7	13	1	1
44	43	2	1	14	14	1	15	3	3	1
47	53	1	1	13	12	0	12	3	13	-1
30	48	1	1	17	14	0	13	7	6	-1
32	28	2	2	17	16	1	12	3	13	1
58	58	1	5	13	12	1	13	2	2	1
46	44	2	2	13	13	0	15	13	11	1
37	37	1	1	17	17	1	15	2	13	1
71	57	2	6	12	7.5	1	7	1	9	1
39	41	1	1	16	16	1	16	3	3	-1
41	30	2	1	16	16	0	11	13	13	1
20	21	2	7	13	13	1	16	5	3	-1
38	35	2	1	16	13	1	13	1	3	1
42	46	1	1	11	20	0	15	3	3	1
31	29	2	7	13	13	1	11	3	11	1
61	58	2	5	17	17	1	16	11	2	1
62	62	1	2	17	16	1	15	3	3	1
50	49	1	1	16	12	0	13	12	3	1
30	27	2	4	12	5.5	1	8	3	3	1
24	30	2	2	12	13	1	3	11	11	1
52	47	1	1	16	13	1	11	3	5	1
40	40	2	1	16	16	1	15	11	11	1
22	24	2	4	12	12	0	17	13	13	1
51	50	1	1	16	17	1	15	2	2	1
40	57	2	6	14	16	0	5	3	3	-1
56	53	2	1	13	12	1	11	13	11	1
38	36	2	6	12	12	1	3	13	2	1
41	43	2	1	13	12	1	7	3	3	1
39	42	2	1	13	13	1	15	3	3	-1
51	47	2	1	16	13	1	16	13	13	1
30	32	1	1	12	12	1	1	13	13	1
52	66	1	1	13	12	1	11	1	11	-1
55	50	1	6	12	12	1	14	2	3	1
23	23	2	7	13	16	1	9	2	2	1
52	54	2	7	16	17	1	19	11	11	1
24	31	1	1	16	16	1	11	13	3	1
21	22	1	2	16	13	0	10	2	13	-1
55	72	1	2	12	12	1	10	2	2	1
24	23	1	1	16	16	1	17	3	3	1
53	61	1	5	13	13	1	12	5	5	1
22	22	1	1	16	16	1	14	2	3	-1
50	39	2	1	12	12	1	12	3	13	1
32	28	2	4	17	17	1	9	2	2	1
31	33	1	1	17	17	0	14	3	11	1
58	53	2	1	16	7.5	0	13	13	3	1
48	41	2	1	14	12	1	8	3	11	-1
36	37	2	1	12	12	1	13	13	2	1
44	42	2	2	16	16	1	19	2	1	1
27	29	1	1	20	16	1	7	4	4	1
57	56	2	2	12	17	1	13	3	3	1
41	44	2	1	13	12	1	12	2	2	1
39	39	1	2	12	17	1	16	11	11	1
28	27	2	7	17	17	1	14	2	3	1
31	30	2	1	20	16	1	17	2	3	1
21	21	2	1	16	16	0	1	13	13	1
19	20	1	1	13	13	0	9	11	13	-1
33	31	2	1	13	17	1	19	2	13	1
18	23	1	4	13	12	1	15	4	4	-1
43	40	2	1	17	16	1	15	13	5	1
52	43	2	1	17	13	1	18	3	3	1
39	37	2	1	16	16	1	12	1	1	1
37	44	2	1	16	10	0	8	1	1	1
61	63	1	5	12	14	1	13	2	3	1
34	33	2	1	17	12	1	11	13	13	-1
45	42	2	2	12	14	1	14	3	3	1
47	48	2	1	17	16	1	17	2	2	1
53	50	2	6	12	13	1	7	2	11	1
31	29	1	1	16	16	1	13	3	3	1
50	39	2	6	13	12	1	11	13	4	1
34	38	1	1	20	17	1	8	11	13	1
31	27	2	1	17	20	0	7	13	3	-1
42	42	1	2	13	11	0	16	13	1	-1
58	68	2	1	12	20	1	9	2	2	-1
39	42	1	7	16	20	1	19	5	5	1
33	33	1	3	12	16	1	11	1	1	-1
29	29	1	1	17	16	1	19	3	3	1
26	25	1	1	16	16	1	14	1	1	1
